,id,name,main_headline,trim_link,web_url,posted_at,pub_date,description,snippet
204,5281959998_10150484637864999,Timeline Photos,NYT: Restaurant Update for 1/20/2006,https://www.nytimes.com/,https://www.nytimes.com/,2014-11-13 14:17:08,2018-08-28T19:42:47+0000,,NYT: Restaurant Update for 1/20/2006. Topic discussed is sunchokes.
205,5281959998_10150484739094999,Marilyn Monroe’s Stuffing Recipe,Marilyn Monroe’s Stuffing,https://cooking.nytimes.com/recipes/1013344-marilyn-monroes-stuffing,https://cooking.nytimes.com/recipes/1013344-marilyn-monroes-stuffing,2014-11-13 19:55:11,2010-11-10T00:00:00+0000,"In the 1950s, a Hollywood starlet was not expected to squander her talents (or risk her manicure) chopping onions But this recipe, scrawled by Marilyn Monroe on letterhead from an insurance company, suggested that she not only cooked, but cooked confidently and with flair It bears the mark of the Bay Area and influences of Italian cooking, possibly picked up from her marriage to Joe DiMaggio at San Francisco City Hall in 1954",
206,5281959998_10150484973214999,Timeline Photos,NYT: Restaurant Update for 1/20/2006,https://www.nytimes.com/,https://www.nytimes.com/,2014-11-14 14:40:01,2018-08-28T19:42:47+0000,,NYT: Restaurant Update for 1/20/2006. Topic discussed is sunchokes.
207,5281959998_10150485039569999,Simple Roast Turkey Recipe,Simple Roast Turkey,https://cooking.nytimes.com/recipes/1015474-simple-roast-turkey,https://cooking.nytimes.com/recipes/1015474-simple-roast-turkey,2014-11-14 18:25:09,2013-11-12T00:00:00+0000,This recipe is by Melissa Clark. Tell us what you think of it at The New York Times - Dining - Food.,
208,5281959998_10150485157604999,Chocolate-Pumpkin Bread Pudding Recipe,Chocolate-Pumpkin Bread Pudding,https://cooking.nytimes.com/recipes/1015094-chocolate-pumpkin-bread-pudding,https://cooking.nytimes.com/recipes/1015094-chocolate-pumpkin-bread-pudding,2014-11-15 02:27:19,2010-11-09T00:00:00+0000,This warm pumpkin bread pudding has a dash of spice and is studded with chocolate chips It’s a rich and creamy dessert that’s free of dairy and eggs but will leave everyone feeling indulged.,
209,5281959998_10150485357224999,All-Purpose Biscuits Recipe,All-Purpose Biscuits,https://cooking.nytimes.com/recipes/1013741-all-purpose-biscuits,https://cooking.nytimes.com/recipes/1013741-all-purpose-biscuits,2014-11-15 16:53:12,2015-10-14T00:00:00+0000,This recipe is by Sam Sifton and takes 15 minutes. Tell us what you think of it at The New York Times - Dining - Food.,
210,5281959998_10150485436879999,Brined Turkey Recipe,Brined Turkey,https://cooking.nytimes.com/recipes/8244-brined-turkey,https://cooking.nytimes.com/recipes/8244-brined-turkey,2014-11-15 20:54:27,2004-11-17T00:00:00+0000,"This recipe, from the barbecue expert Steven Raichlen, was originally published alongside a pair of recipes for smoking the Thanksgiving turkey: one that has you smoking it outdoors on a charcoal grill, the other indoors in a conventional oven But there's no reason you couldn't brine the turkey according to the method below and then roast it to bronzed perfection.",
211,5281959998_10150485745209999,Tales of Spain’s Fall May Be a Bit Too Early,Tales of Spain’s Fall May Be a Bit Too Early,https://www.nytimes.com/2014/11/17/sports/soccer/tales-of-spains-fall-may-be-a-bit-too-early.html,https://www.nytimes.com/2014/11/17/sports/soccer/tales-of-spains-fall-may-be-a-bit-too-early.html,2014-11-16 18:53:30,2014-11-16T14:28:51+0000,It was not the result of Saturday’s game against Belarus so much as the performance that mattered.,It was not the result of Saturday’s game against Belarus so much as the performance that mattered.
212,5281959998_10150485819419999,Turkey Smoked Outdoors,Smoked Turkey,https://cooking.nytimes.com/recipes/8245-smoked-turkey,https://cooking.nytimes.com/recipes/8245-smoked-turkey,2014-11-16 22:57:01,2004-11-17T00:00:00+0000,This recipe is by Steven Raichlen and takes 2 hours 30 minutes. Tell us what you think of it at The New York Times - Dining - Food.,
213,5281959998_10150486357299999,Simple Mashed Potatoes Recipe,Mashed Potatoes,https://cooking.nytimes.com/recipes/1016898-mashed-potatoes,https://cooking.nytimes.com/recipes/1016898-mashed-potatoes,2014-11-17 21:25:11,2015-11-11T00:00:00+0000,"Mashed potatoes are a cornerstone of Thanksgiving, and even great culinary minds give conflicting advice on how to perfect them Waxy or floury Mashed or riced",
214,5281959998_10150486425604999,Lucy Buffett’s Oyster Dressing Recipe,Lucy Buffett’s Oyster Dressing,https://cooking.nytimes.com/recipes/1016944-lucy-buffetts-oyster-dressing,https://cooking.nytimes.com/recipes/1016944-lucy-buffetts-oyster-dressing,2014-11-18 01:25:01,2014-10-31T00:00:00+0000,"Lucy Buffett and her famous brother, Jimmy, grew up in Mobile, Ala., where seafood from the Gulf of Mexico is a key player in the culinary canon Mr Buffett went on to a giant career in music",
215,5281959998_10150486746219999,Classic Cranberry Sauce Recipe,Classic Cranberry Sauce,https://cooking.nytimes.com/recipes/1015427-classic-cranberry-sauce,https://cooking.nytimes.com/recipes/1015427-classic-cranberry-sauce,2014-11-18 21:25:13,2013-11-20T00:00:00+0000,Nothing beats the puckery-sweet jolt of cranberry sauce It's a sharp knife that cuts through all the starchy food on the menu This recipe is for the traditionalists.,
216,5281959998_10150487192649999,Mashed Potato Casserole With Sour Cream and Chives Recipe,Mashed Potato Casserole,https://cooking.nytimes.com/recipes/1013923-mashed-potato-casserole,https://cooking.nytimes.com/recipes/1013923-mashed-potato-casserole,2014-11-19 23:03:02,2011-11-16T00:00:00+0000,"This casserole may upset some mashed potato purists, but take heart: one bite and they'll be won over The genius of this recipe, besides its utter deliciousness, is that it can be made the day before, or even two Cook the potatoes, assemble the casserole, wrap tightly and store it in the refrigerator",
217,5281959998_10150488375904999,Music Technology Comes Full Circle,Music Technology Comes Full Circle,https://www.nytimes.com/2014/11/24/style/international/music-technology-comes-full-circle.html,https://www.nytimes.com/2014/11/24/style/international/music-technology-comes-full-circle.html,2014-11-23 16:48:59,2014-11-23T14:00:36+0000,The growing popularity of record players comes at a time when customers — accustomed to hearing music through headphones — are increasingly yearning for the shared experience and the physicality of music that was common a generation ago.,"According to industry watchers, the renewed popularity of record players reflects a dissatisfaction with the diminished quality of free music."
218,5281959998_10150489895819999,Green Bean Casserole Recipe,Green Bean Casserole,https://cooking.nytimes.com/recipes/1016946-green-bean-casserole,https://cooking.nytimes.com/recipes/1016946-green-bean-casserole,2014-11-27 01:26:19,2014-11-01T00:00:00+0000,"Green bean casserole is unheard-of on Thanksgiving tables in New England, said Clifford A Wright, author of the casserole cookbook “Bake Until Bubbly.” But as you move through the Midwest and down into Oklahoma, where the casserole is king, it is a cornerstone of the holiday meal When this reporter…",
219,5281959998_10150493269624999,Shakerato Recipe,Shakerato,https://cooking.nytimes.com/recipes/1016300-shakerato,https://cooking.nytimes.com/recipes/1016300-shakerato,2014-11-28 10:55:19,2014-05-01T00:00:00+0000,"There isn’t much to the shakerato: a shot of espresso poured over ice cubes and simple syrup, then shaken But when those three elements are rattled around in a cocktail shaker for what seems like an eternity (it actually clocks in at 15 seconds), they undergo an alchemical transformation: the dense espresso, now frothy, sweet and flecked with ice, is as refreshing as it is flavorful.",
220,5281959998_10150496768159999,Julian Assange on Living in a Surveillance Society,Who Should Own the Internet?,https://www.nytimes.com/2014/12/04/opinion/julian-assange-on-living-in-a-surveillance-society.html,https://www.nytimes.com/2014/12/04/opinion/julian-assange-on-living-in-a-surveillance-society.html,2014-12-04 14:57:49,2014-12-04T12:55:54+0000,The destruction of privacy widens the existing power imbalance between the ruling factions and everyone else.,The destruction of privacy widens the existing power imbalance between the ruling factions and everyone else.
221,5281959998_10150496867369999,Pharrell Williams on the 'Happy' Phenomenon,Happiness Matters,https://www.nytimes.com/2014/12/04/opinion/pharrell-williams-on-the-happy-phenomenon.html,https://www.nytimes.com/2014/12/04/opinion/pharrell-williams-on-the-happy-phenomenon.html,2014-12-04 17:55:34,2014-12-04T13:00:42+0000,It might sound crazy what I’m about to say.,It might sound crazy what I’m about to say.
222,5281959998_10150496906064999,"Tony Blair: For True Democracy, the Right to Vote Is Not Enough",Is Democracy Dead?,https://www.nytimes.com/2014/12/04/opinion/tony-blair-is-democracy-dead.html,https://www.nytimes.com/2014/12/04/opinion/tony-blair-is-democracy-dead.html,2014-12-04 19:25:07,2014-12-04T13:06:59+0000,"The basic principle that the people should elect their government remains popular and obviously right, but its implementation seems to have gone awry.","The basic principle that the people should elect their government remains popular and obviously right, but its implementation seems to have gone awry."
223,5281959998_10150497009694999,Salty-Sweet Peanut Butter Sandies Recipe,Salty-Sweet Peanut Butter Sandies,https://cooking.nytimes.com/recipes/1017030-salty-sweet-peanut-butter-sandies,https://cooking.nytimes.com/recipes/1017030-salty-sweet-peanut-butter-sandies,2014-12-04 23:26:47,2014-12-03T00:00:00+0000,"This modern classic is reverse-engineered from a cult cookie at City Bakery in Manhattan They are saltier, richer and tangier than the usual crisscross rounds, thanks to updated ingredients like sea salt, cultured butter and brown sugar And like any good “sandy” cookie, they have a soft, crumbly tex…",
224,5281959998_10150497017714999,Priyanka Chopra on Educating Girls,What Jane Austen Knew,https://www.nytimes.com/2014/12/04/opinion/priyanka-chopra-on-educating-girls.html,https://www.nytimes.com/2014/12/04/opinion/priyanka-chopra-on-educating-girls.html,2014-12-05 01:25:00,2014-12-04T12:59:29+0000,"Efforts to improve a girl’s life are rarely about just the individual, it’s also about helping her family and her community.","Efforts to improve a girl’s life are rarely about just the individual, it’s also about helping her family and her community."
225,5281959998_10150497142079999,Margaret Atwood on Our Robotic Future,Are Humans Necessary?,https://www.nytimes.com/2014/12/04/opinion/margaret-atwood-on-our-robotic-future.html,https://www.nytimes.com/2014/12/04/opinion/margaret-atwood-on-our-robotic-future.html,2014-12-05 03:55:11,2014-12-04T13:07:25+0000,Every technology we develop is an extension of one of our own senses or capabilities.,Every technology we develop is an extension of one of our own senses or capabilities.
226,5281959998_10150498084284999,Chocolate-Mint Thins With Candy Cane Crunch Recipe,Chocolate-Mint Thins With Candy Cane Crunch,https://cooking.nytimes.com/recipes/1017031-chocolate-mint-thins-with-candy-cane-crunch,https://cooking.nytimes.com/recipes/1017031-chocolate-mint-thins-with-candy-cane-crunch,2014-12-06 19:11:02,2014-12-03T00:00:00+0000,"This cookie is a handmade homage to the Girl Scouts’ classic combination of dark chocolate and mint A bright, festive decoration of crushed candy canes adds color and crunch, and makes this a great anchor for a Christmas cookie plate If store-bought dark chocolate cookies are available, you can use them instead of making your own",
227,5281959998_10150500371384999,Gingerbread Boys Recipe,Gingerbread Cookies,https://cooking.nytimes.com/recipes/1015813-gingerbread-cookies,https://cooking.nytimes.com/recipes/1015813-gingerbread-cookies,2014-12-10 22:55:09,2007-12-19T00:00:00+0000,This recipe is by Jennifer Steinhauer. Tell us what you think of it at The New York Times - Dining - Food.,
228,5281959998_10150500648599999,What Shamu Taught Me About a Happy Marriage - New York Times,What Shamu Taught Me About a Happy Marriage,https://www.nytimes.com/2019/10/11/style/modern-love-what-shamu-taught-me-happy-marriage.html,https://www.nytimes.com/2019/10/11/style/modern-love-what-shamu-taught-me-happy-marriage.html,2014-12-11 16:25:00,2019-10-11T04:00:04+0000,I wanted  needed  to nudge my husband a little closer to perfect.,In this popular essay from June 2006 — one of the most emailed New York Times articles ever — a wife tries to improve her husband by using exotic-animal training techniques.
229,5281959998_10150501037409999,"2014 Holiday Gift Guide — Movies, Music, Books, Clothes & More","2014 Holiday Gift Ideas and Guide â€” Movies, Music, Books, Clothes & More",https://www.nytimes.com/interactive/2014/multimedia/2014-holiday-gift-guide.html#tech,https://www.nytimes.com/interactive/2014/multimedia/2014-holiday-gift-guide.html,2014-12-12 09:55:49,2014-10-14T18:56:40+0000,"The best present ideas, selected by Times experts, to make shopping easy this season.","The best present ideas, selected by Times experts, to make shopping easy this season."
230,5281959998_10150501490384999,Butterscotch-Glazed Cinnamon Rolls Recipe,Butterscotch-Glazed Cinnamon Rolls,https://cooking.nytimes.com/recipes/1014467-butterscotch-glazed-cinnamon-rolls,https://cooking.nytimes.com/recipes/1014467-butterscotch-glazed-cinnamon-rolls,2014-12-13 12:51:48,2013-01-09T00:00:00+0000,"Cinnamon rolls get the grown-up treatment here, with muscular brown sugar used in place of white, and a splash of bourbon in the glaze for bite The flavor is heavenly, the smell ambrosial — and the recipe is large enough that, if you're not feeding a crowd, you can freeze a few for later in the week.",
231,5281959998_10150502170229999,Glazed Holiday Ham Recipe,Glazed Holiday Ham,https://cooking.nytimes.com/recipes/1015804-glazed-holiday-ham,https://cooking.nytimes.com/recipes/1015804-glazed-holiday-ham,2014-12-14 20:49:26,2013-12-15T00:00:00+0000,"This is the ham that led directly to whatever childhood memory caused someone to combine ham and pineapple on a pizza The sweet, slightly fiery and herbaceous crust on this salty haunch practically calls out for a garnish of caramelized pineapple, if not a spray of maraschino cherries Others may reverse course and apply mustard",
232,5281959998_10150503201354999,Why Colleges Haven't Stopped Binge Drinking,Why Colleges Haven't Stopped Binge Drinking,https://www.nytimes.com/2014/12/15/us/why-colleges-havent-stopped-binge-drinking.html,https://www.nytimes.com/2014/12/15/us/why-colleges-havent-stopped-binge-drinking.html,2014-12-16 23:55:09,2014-12-14T17:54:46+0000,"More than 1,800 students die every year of alcohol-related causes. But attention to the issue over decades has not made much difference in the United States.","More than 1,800 students die every year of alcohol-related causes. But attention to the issue over decades has not made much difference in the United States."
233,5281959998_10150505403384999,Pan-Baked Lemon-Almond Tart Recipe,Pan-Baked Lemon-Almond Tart,https://cooking.nytimes.com/recipes/1012809-pan-baked-lemon-almond-tart,https://cooking.nytimes.com/recipes/1012809-pan-baked-lemon-almond-tart,2014-12-19 05:53:09,2009-10-07T00:00:00+0000,This recipe is by Mark Bittman and takes 20 minutes. Tell us what you think of it at The New York Times - Dining - Food.,
234,5281959998_10150505989259999,Crème Brûlée French Toast Recipe,Crème Brûlée French Toast,https://cooking.nytimes.com/recipes/1017082-creme-brulee-french-toast,https://cooking.nytimes.com/recipes/1017082-creme-brulee-french-toast,2014-12-20 15:00:15,2014-12-24T00:00:00+0000,"With a crackling, caramelized brown sugar topping, these custardy slices of French toast resemble crème brûlée Start them soaking the night before, then pop them in the oven in the morning for one of the most decadent brunches imaginable Even better, you can bake a pan of bacon at the same time",
235,5281959998_10150508217624999,"2014 Holiday Gift Ideas and Guide — Movies, Music, Books, Clothes & More","2014 Holiday Gift Ideas and Guide â€” Movies, Music, Books, Clothes & More",https://www.nytimes.com/interactive/2014/multimedia/2014-holiday-gift-guide.html#page/tech,https://www.nytimes.com/interactive/2014/multimedia/2014-holiday-gift-guide.html,2014-12-22 08:46:53,2014-10-14T18:56:40+0000,"The best present ideas, selected by Times experts, to make shopping easy this season.","The best present ideas, selected by Times experts, to make shopping easy this season."
236,5281959998_10150509351804999,Garlicky Beef Tenderloin With Orange Horseradish Sauce Recipe,Garlicky Beef Tenderloin With Orange Horseradish Sauce,https://cooking.nytimes.com/recipes/12214-garlicky-beef-tenderloin-with-orange-horseradish-sauce,https://cooking.nytimes.com/recipes/12214-garlicky-beef-tenderloin-with-orange-horseradish-sauce,2014-12-23 22:55:15,2011-12-16T00:00:00+0000,"The allure of beef tenderloin pulls hard When properly cooked until the surface is seared to a glistening mahogany and the center is tender and running with beefy juices, it is one of the most regal, festive and delectable things a cook can serve As a finishing touch, serve the meat with a pungent, creamy horseradish sauce that is shockingly easy to prepare.",
237,5281959998_10150509570674999,Chocolate Chip Cookies Recipe,Chocolate Chip Cookies,https://cooking.nytimes.com/recipes/1016949-chocolate-chip-cookies,https://cooking.nytimes.com/recipes/1016949-chocolate-chip-cookies,2014-12-24 13:03:11,2014-11-04T00:00:00+0000,"At WD-50 on Manhattan’s Lower East Side, the pastry chef Malcolm Livingston II specializes in building delicious and visually arresting desserts out of ingredients that seem to have been thrown together like strangers at a cocktail party (A recent example: “verbena mousse, plum, buckwheat, camelina oil.”) But when it comes to the family meal, when members of the kitchen team meet up for a mass nosh, Mr Livingston is known for baking something more traditional: chocolate chip cookies",
238,5281959998_10150510135589999,Christmas Day Clementine Sour Recipe,Christmas Day Clementine Sour,https://cooking.nytimes.com/recipes/1017084-christmas-day-clementine-sour,https://cooking.nytimes.com/recipes/1017084-christmas-day-clementine-sour,2014-12-25 17:55:07,2014-12-24T00:00:00+0000,"Here’s a cocktail that’s both a tribute to my mother (who loved whiskey sours laced with amaretto) and to my favorite flavors of the Christmas season: clementines, cinnamon and cloves Juice the clementines a day in advance to save yourself some trouble on the holiday.",
239,5281959998_10150510449164999,North Pole Noir,North Pole Noir,https://lens.blogs.nytimes.com/2010/12/10/north-pole-noir/,https://lens.blogs.nytimes.com/2010/12/10/north-pole-noir/,2014-12-25 22:55:09,2010-12-11T03:00:33+0000,"He knows a thing or two about nice. And, as a visit to The Times archive bears out, about naughty.","He knows a thing or two about nice. And, as a visit to The Times archive bears out, about naughty."
240,5281959998_10150511167239999,"Israel, a Jewish Republic?","Israel, a Jewish Republic?",https://www.nytimes.com/2014/12/26/opinion/israel-a-jewish-republic.html,https://www.nytimes.com/2014/12/26/opinion/israel-a-jewish-republic.html,2014-12-27 08:00:50,2014-12-25T10:11:39+0000,"Israel is a multiethnic, largely secular society. This is what most of the Zionist founding fathers envisioned.","Israel is a multiethnic, largely secular society. This is what most of the Zionist founding fathers envisioned."
241,5281959998_10150512233769999,India and the Right to Suicide,India and the Right to Suicide,https://www.nytimes.com/2014/12/29/opinion/india-and-the-right-to-suicide.html,https://www.nytimes.com/2014/12/29/opinion/india-and-the-right-to-suicide.html,2014-12-29 08:54:12,2014-12-28T22:43:46+0000,By allowing its citizens the ultimate freedom - the choice to kill oneself - the country becomes a truer democracy.,By allowing its citizens the ultimate freedom — the choice to kill oneself — the country becomes a truer democracy.
242,5281959998_10150512446814999,Ukraine's Facebook Warriors,Ukraine's Facebook Warriors,https://www.nytimes.com/2014/12/30/opinion/ukraines-facebook-warriors.html,https://www.nytimes.com/2014/12/30/opinion/ukraines-facebook-warriors.html,2014-12-29 19:25:07,2014-12-29T10:34:03+0000,"When a weak and corrupt state fails to equip its troops, a virtual network of volunteers steps in.","When a weak and corrupt state fails to equip its troops, a virtual network of volunteers steps in."
243,5281959998_10150516665944999,Mixed Reaction From Social Media Users in Arab World,Updates on Search for Suspects in Paris Newspaper Shooting,https://news.blogs.nytimes.com/2015/01/07/paris-shooting-charlie-hebdo/#mixed-reaction-from-social-media-users-in-arab-world-2,https://news.blogs.nytimes.com/2015/01/07/paris-shooting-charlie-hebdo/,2015-01-07 16:10:08,2015-01-07T13:05:20+0000,The news from Paris swiftly took over the conversation on social media in the Arab world on Wednesday.,New York Times reporters are providing live updates from the deadly shooting at a satirical newspaper in Paris.
244,5281959998_10150517535969999,"Distraught, but Back to Work at Charlie Hebdo","Paris Attack Updates, Day 3: Two Hostage Situations",https://news.blogs.nytimes.com/2015/01/09/updates-on-the-manhunt-for-the-charlie-hebdo-suspects/#distraught-but-back-to-work-at-charlie-hebdo-2,https://news.blogs.nytimes.com/2015/01/09/updates-on-the-manhunt-for-the-charlie-hebdo-suspects/,2015-01-09 14:15:00,2015-01-09T10:17:11+0000,A major police operation was underway northeast of Paris in the search for the suspects in Wednesday’s shooting at the offices of the satirical newspaper Charlie Hebdo in Paris. Times reporters and editors are providing live updates from the manhunt.,A major police operation was underway northeast of Paris in the search for the suspects in Wednesday’s shooting at the offices of the satirical newspaper Charlie Hebdo in Paris. Times reporters and editors are providing live updates from the manhu...
245,5281959998_10150519000284999,"Messi Takes Aim at Opponent, Then at Rumors","Messi Takes Aim at Opponent, Then at Rumors",https://www.nytimes.com/2015/01/13/sports/soccer/messi-takes-aim-at-opponent-then-at-rumors.html,https://www.nytimes.com/2015/01/13/sports/soccer/messi-takes-aim-at-opponent-then-at-rumors.html,2015-01-12 18:10:42,2015-01-12T17:03:46+0000,"Lionel Messi led Barcelona to a 3-1 victory over Atlético Madrid, and then after the game he shot down talk that he wanted out of the club.","Lionel Messi led Barcelona to a 3-1 victory over Atlético Madrid, and then after the game he shot down talk that he wanted out of the club."
246,5281959998_10150519519759999,The Anger of Europe’s Young Marginalized Muslims,From Teenage Angst to Jihad,https://www.nytimes.com/2015/01/14/opinion/the-anger-of-europes-young-marginalized-muslims.html,https://www.nytimes.com/2015/01/14/opinion/the-anger-of-europes-young-marginalized-muslims.html,2015-01-13 20:55:09,2015-01-13T11:07:42+0000,When everyone seems to mock your faith the pull of extremism is powerful.,When everyone seems to mock your faith the pull of extremism is powerful.
247,5281959998_10150521842604999,Marine Le Pen: France Was Attacked by Islamic Fundamentalism,To Call This Threat by Its Name,https://www.nytimes.com/2015/01/19/opinion/marine-le-pen-france-was-attacked-by-islamic-fundamentalism.html,https://www.nytimes.com/2015/01/19/opinion/marine-le-pen-france-was-attacked-by-islamic-fundamentalism.html,2015-01-19 02:29:00,2015-01-18T19:33:49+0000,"Islamist terrorism is a cancer on Islam, and Muslims must fight it at our side.","Islamist terrorism is a cancer on Islam, and Muslims must fight it at our side."
248,5281959998_10150525514394999,"Breaking News, World News & Multimedia",NYT: Restaurant Update for 1/20/2006,https://www.nytimes.com/,https://www.nytimes.com/,2015-01-26 20:40:05,2018-08-28T19:42:47+0000,"The New York Times: Find breaking news, multimedia, reviews & opinion on Washington, business, sports, movies, travel, books, jobs, education, real estate, cars & more at nytimes.com.",NYT: Restaurant Update for 1/20/2006. Topic discussed is sunchokes.
249,5281959998_10150526104194999,"Modi and Obama, Hugging for India’s Security","Modi and Obama, Hugging for India’s Security",https://www.nytimes.com/2015/01/28/world/asia/modi-and-obama-hugging-for-indias-security.html,https://www.nytimes.com/2015/01/28/world/asia/modi-and-obama-hugging-for-indias-security.html,2015-01-28 00:55:21,2015-01-27T15:31:05+0000,"When Prime Minister Narendra Modi of India hugged President Obama in New Delhi, it marked what could be the distant opening bell of a great geopolitical game.","When Prime Minister Narendra Modi of India hugged President Obama in New Delhi, it marked what could be the distant opening bell of a great geopolitical game."
250,5281959998_10150526132839999,A Chanel for All Seasons,A Chanel for All Seasons,https://www.nytimes.com/2015/01/28/fashion/a-chanel-for-all-seasons.html,https://www.nytimes.com/2015/01/28/fashion/a-chanel-for-all-seasons.html,2015-01-28 02:12:23,2015-01-27T17:38:02+0000,An arboretum of white cardboard palms was constructed under the glass ceiling of the Grand Palais in Paris for Karl Lagerfeld's spring couture collection.,An arboretum of white cardboard palms was constructed under the glass ceiling of the Grand Palais in Paris for Karl Lagerfeld's spring couture collection.
251,5281959998_10150526405894999,"At Valentino and Armani Privé: Ateliers, Art and Arguments","At Valentino and Armani Privé: Ateliers, Art and Arguments",https://www.nytimes.com/2015/01/29/fashion/at-valentino-and-armani-prive-ateliers-art-and-arguments.html,https://www.nytimes.com/2015/01/29/fashion/at-valentino-and-armani-prive-ateliers-art-and-arguments.html,2015-01-28 19:05:00,2015-01-28T17:14:25+0000,There are shows and then there are shows.,"While any dress, even a handmade one, is a product, couture collections reflect a special view of reality."
252,5281959998_10150530456879999,Timeline Photos,First Black Elected to Head Harvard's Law Review,https://www.nytimes.com/1990/02/06/us/first-black-elected-to-head-harvard-s-law-review.html,https://www.nytimes.com/1990/02/06/us/first-black-elected-to-head-harvard-s-law-review.html,2015-02-06 16:25:10,1990-02-06T05:00:00+0000,,
253,5281959998_10150532522724999,"Martin Odegaard, a Prodigy Wanted by All, Lands in Madrid","Martin Odegaard, a Prodigy Wanted by All, Lands in Madrid",https://www.nytimes.com/2015/02/11/sports/soccer/martin-odegaard-a-prodigy-wanted-by-all-lands-in-madrid.html,https://www.nytimes.com/2015/02/11/sports/soccer/martin-odegaard-a-prodigy-wanted-by-all-lands-in-madrid.html,2015-02-10 21:25:01,2015-02-10T09:25:16+0000,"Odegaard, a 16-year-old from Norway, is training with Real Madrid's top stars and could play in its Champions League match later later this month.","Odegaard, a 16-year-old from Norway, is training with Real Madrid's top stars and could play in its Champions League match later later this month."
254,5281959998_10150533621994999,Me and My Girls - The Night of the Gun - David Carr - NYTimes.com,Me and My Girls,https://www.nytimes.com/2008/07/20/magazine/20Carr-t.html,https://www.nytimes.com/2008/07/20/magazine/20Carr-t.html,2015-02-13 04:49:33,2008-07-20T04:00:00+0000,"What if I told you I was a fat thug who beat up women and sold bad coke? Now what if I said that I was a recovered crack addict who got custody of my twin girls, got us off welfare and raised them? Both are the story of my life.","What if I told you I was a fat thug who beat up women and sold bad coke? Now what if I said that I was a recovered crack addict who got custody of my twin girls, got us off welfare and raised them? Both are the story of my life."
255,5281959998_10150533774799999,Molten Chocolate Cake Recipe,Molten Chocolate Cake,https://cooking.nytimes.com/recipes/1014719-molten-chocolate-cake,https://cooking.nytimes.com/recipes/1014719-molten-chocolate-cake,2015-02-14 15:32:40,2013-05-05T00:00:00+0000,"Here is a can’t-fail version of the chef Jean-Georges Vongerichten’s warm, soft chocolate cake He says more than a thousand of these cakes are made in his restaurants every day The ingredient list is short — butter, chocolate, eggs, sugar and flour — and the video that accompanies this recipe shows…",
256,5281959998_10150536187139999,When Great Minds Don’t Think Alike,When Great Minds Donâ€™t Think Alike,https://www.nytimes.com/2015/02/19/arts/international/when-great-minds-dont-think-alike.html,https://www.nytimes.com/2015/02/19/arts/international/when-great-minds-dont-think-alike.html,2015-02-18 19:25:07,2015-02-18T12:27:22+0000,How much does culture influence creative thinking?,How much does culture influence creative thinking?
257,5281959998_10150536755194999,"Recipe: Longevity Noodles With Chicken, Ginger and Mushrooms Recipe","Longevity Noodles With Chicken, Ginger and Mushrooms",https://cooking.nytimes.com/recipes/1013451-longevity-noodles-with-chicken-ginger-and-mushrooms,https://cooking.nytimes.com/recipes/1013451-longevity-noodles-with-chicken-ginger-and-mushrooms,2015-02-19 21:45:06,2011-01-26T00:00:00+0000,"During Chinese New Year, long noodles are eaten in all corners of China “Longevity noodles,” also presented at birthday celebrations, are never cut or broken by the cook, and if they can be eaten without biting through the strands, it’s considered even more auspicious Longevity noodles are usually stir fried, presenting challenges to the home cook",
258,5281959998_10150539849964999,Assessing the Health of Independent Bookshops,Assessing the Health of Independent Bookshops,https://www.nytimes.com/2015/02/26/arts/international/assessing-the-health-of-independent-bookshops.html,https://www.nytimes.com/2015/02/26/arts/international/assessing-the-health-of-independent-bookshops.html,2015-02-25 21:55:10,2015-02-25T14:06:32+0000,"U.S. indie bookstores have rebounded strongly from the financial crisis, while in Britain and Ireland more than one-third of shops have disappeared in the past decade.","U.S. indie bookstores have rebounded strongly from the financial crisis, while in Britain and Ireland more than one-third of shops have disappeared in the past decade."
259,5281959998_10150544298004999,Still Waiting in Selma,Still Waiting in Selma,https://www.nytimes.com/2015/03/07/opinion/still-waiting-in-selma.html,https://www.nytimes.com/2015/03/07/opinion/still-waiting-in-selma.html,2015-03-06 14:55:12,2015-03-06T12:18:58+0000,"More than 40 years after we moved here, Dr. King's vision of voting rights remains distant.","More than 40 years after we moved here, Dr. King's vision of voting rights remains distant."
260,5281959998_10150547366444999,Censoring a Film on Rape,Censoring a Film on Rape,https://www.nytimes.com/2015/03/12/opinion/censoring-a-film-on-rape.html,https://www.nytimes.com/2015/03/12/opinion/censoring-a-film-on-rape.html,2015-03-12 04:55:05,2015-03-11T11:56:31+0000,The Indian government's ban on a documentary about a vicious rape and murder protects sexist attitudes.,The Indian government's ban on a documentary about a vicious rape and murder protects sexist attitudes.
261,5281959998_10150547454444999,"In Italy, an Oversupply of Architects","In Italy, an Oversupply of Architects",https://www.nytimes.com/2015/03/12/arts/international/in-italy-an-oversupply-of-architects.html,https://www.nytimes.com/2015/03/12/arts/international/in-italy-an-oversupply-of-architects.html,2015-03-12 09:55:19,2015-03-11T12:50:48+0000,Italy has one of the world's proudest architectural heritages. But has this rich tradition inspired too many architects for one country to support?,Italy has one of the world's proudest architectural heritages. But has this rich tradition inspired too many architects for one country to support?
